Member_number,Date,itemDescription,year,month,day,day_of_week
4635,17/10/2014,yogurt,2014,10,17,4
2722,13/11/2014,citrus fruit,2014,11,13,3
1740,21/02/2014,dessert,2014,2,21,4
1936,20/05/2015,newspapers,2015,5,20,2
2421,9/02/2015,canned vegetables,2015,2,9,0
1406,28/12/2015,curd,2015,12,28,0
3009,27/12/2014,flour,2014,12,27,5
3669,2/10/2015,citrus fruit,2015,10,2,4
4708,14/04/2015,meat,2015,4,14,1
3130,18/02/2015,bottled water,2015,2,18,2
2469,1/12/2015,pork,2015,12,1,1
3484,21/11/2015,whole milk,2015,11,21,5
4368,10/12/2015,cream cheese ,2015,12,10,3
2007,23/11/2015,brown bread,2015,11,23,0
3358,22/10/2014,other vegetables,2014,10,22,2
4830,4/04/2014,bottled beer,2014,4,4,4
2622,3/07/2015,onions,2015,7,3,4
2761,19/08/2014,margarine,2014,8,19,1
4515,16/04/2014,tropical fruit,2014,4,16,2
3504,22/09/2015,soda,2015,9,22,1
3982,22/11/2014,brown bread,2014,11,22,5
4298,22/03/2014,dessert,2014,3,22,5
4334,11/10/2015,fruit/vegetable juice,2015,10,11,6
1321,13/04/2015,bottled beer,2015,4,13,0
3148,28/03/2015,UHT-milk,2015,3,28,5
4078,1/11/2014,ham,2014,11,1,5
4109,6/03/2014,whole milk,2014,3,6,3
2595,11/11/2014,rum,2014,11,11,1
3247,24/09/2014,frozen vegetables,2014,9,24,2
4862,18/07/2014,yogurt,2014,7,18,4
2147,11/12/2015,brown bread,2015,12,11,4
3337,2/01/2015,liver loaf,2015,1,2,4
2152,23/11/2014,soda,2014,11,23,6
2288,31/05/2015,specialty bar,2015,5,31,6
4657,15/08/2015,other vegetables,2015,8,15,5
3046,31/03/2015,bottled water,2015,3,31,1
4290,26/03/2014,processed cheese,2014,3,26,2
1160,2/06/2014,root vegetables,2014,6,2,0
2230,14/11/2014,processed cheese,2014,11,14,4
1927,15/05/2015,white wine,2015,5,15,4
4426,6/06/2015,bottled beer,2015,6,6,5
3748,16/02/2014,hamburger meat,2014,2,16,6
2005,18/10/2014,mustard,2014,10,18,5
3316,1/03/2015,yogurt,2015,3,1,6
4146,1/03/2014,root vegetables,2014,3,1,5
4859,7/07/2015,other vegetables,2015,7,7,1
4018,30/10/2014,dental care,2014,10,30,3
1282,3/06/2014,shopping bags,2014,6,3,1
2235,25/10/2015,soda,2015,10,25,6
2789,11/02/2014,curd,2014,2,11,1
4939,29/06/2015,soda,2015,6,29,0
4860,14/11/2014,shopping bags,2014,11,14,4
1248,14/08/2014,tropical fruit,2014,8,14,3
3495,18/02/2014,fruit/vegetable juice,2014,2,18,1
4651,21/06/2015,photo/film,2015,6,21,6
4510,12/04/2014,butter,2014,4,12,5
4589,11/09/2014,tropical fruit,2014,9,11,3
2054,15/12/2015,roll products ,2015,12,15,1
3342,24/07/2014,ice cream,2014,7,24,3
3429,1/04/2015,shopping bags,2015,4,1,2
3570,6/05/2014,cake bar,2014,5,6,1
3855,1/11/2014,coffee,2014,11,1,5
1385,19/11/2015,fruit/vegetable juice,2015,11,19,3
1433,22/09/2014,brown bread,2014,9,22,0
2789,7/12/2014,white bread,2014,12,7,6
3204,25/02/2015,curd,2015,2,25,2
4800,3/11/2014,long life bakery product,2014,11,3,0
2255,18/12/2015,pip fruit,2015,12,18,4
4969,1/07/2014,salty snack,2014,7,1,1
1567,13/03/2015,citrus fruit,2015,3,13,4
3969,3/05/2015,rolls/buns,2015,5,3,6
4456,5/01/2014,soda,2014,1,5,6
4269,4/01/2015,semi-finished bread,2015,1,4,6
1287,28/08/2015,butter,2015,8,28,4
2166,12/10/2015,sausage,2015,10,12,0
3229,25/03/2015,margarine,2015,3,25,2
2076,9/06/2014,rolls/buns,2014,6,9,0
1256,14/10/2014,other vegetables,2014,10,14,1
3393,11/07/2015,white bread,2015,7,11,5
3667,5/11/2014,cereals,2014,11,5,2
1561,19/01/2014,onions,2014,1,19,6
2592,20/03/2015,chicken,2015,3,20,4
3612,3/12/2014,margarine,2014,12,3,2
1947,27/02/2014,canned beer,2014,2,27,3
2151,4/11/2014,shopping bags,2014,11,4,1
3438,6/11/2014,white wine,2014,11,6,3
1659,1/01/2014,specialty chocolate,2014,1,1,2
2739,19/09/2015,specialty bar,2015,9,19,5
1660,26/07/2015,beef,2015,7,26,6
1711,23/05/2014,herbs,2014,5,23,4
1233,6/09/2014,whipped/sour cream,2014,9,6,5
2592,20/03/2015,rolls/buns,2015,3,20,4
3971,11/11/2014,bottled beer,2014,11,11,1
1343,11/01/2015,other vegetables,2015,1,11,6
3217,8/12/2014,bottled beer,2014,12,8,0
3769,16/02/2014,hygiene articles,2014,2,16,6
2856,21/08/2015,other vegetables,2015,8,21,4
1743,13/11/2015,fruit/vegetable juice,2015,11,13,4
2115,19/09/2014,canned beer,2014,9,19,4
4686,11/12/2015,yogurt,2015,12,11,4
2237,1/01/2014,bottled water,2014,1,1,2
1469,28/08/2014,salty snack,2014,8,28,3
3893,10/09/2014,sausage,2014,9,10,2
2175,3/06/2015,sliced cheese,2015,6,3,2
4004,5/10/2015,soda,2015,10,5,0
3412,26/01/2015,oil,2015,1,26,0
1156,13/09/2015,other vegetables,2015,9,13,6
3584,7/03/2014,meat,2014,3,7,4
4321,29/01/2015,tropical fruit,2015,1,29,3
3050,3/11/2015,dessert,2015,11,3,1
1296,19/05/2014,soft cheese,2014,5,19,0
2018,13/04/2014,frozen potato products,2014,4,13,6
1610,23/12/2014,bottled beer,2014,12,23,1
1619,20/07/2014,napkins,2014,7,20,6
4196,11/07/2015,brown bread,2015,7,11,5
1342,20/08/2014,dessert,2014,8,20,2
4977,19/04/2015,bottled beer,2015,4,19,6
3657,29/09/2015,liver loaf,2015,9,29,1
4542,10/11/2014,margarine,2014,11,10,0
2595,11/11/2014,herbs,2014,11,11,1
3800,14/07/2014,domestic eggs,2014,7,14,0
1350,9/03/2014,whole milk,2014,3,9,6
2464,6/11/2014,other vegetables,2014,11,6,3
3348,12/05/2015,sausage,2015,5,12,1
3694,11/10/2015,chicken,2015,10,11,6
2140,30/12/2015,sausage,2015,12,30,2
2645,26/06/2015,syrup,2015,6,26,4
2195,19/09/2014,other vegetables,2014,9,19,4
2365,6/02/2014,margarine,2014,2,6,3
2782,21/11/2014,sugar,2014,11,21,4
3299,15/12/2014,cat food,2014,12,15,0
4875,6/05/2014,chocolate,2014,5,6,1
3363,25/01/2015,detergent,2015,1,25,6
4434,28/01/2014,coffee,2014,1,28,1
1472,11/05/2014,hygiene articles,2014,5,11,6
1029,14/03/2015,dessert,2015,3,14,5
3498,31/03/2015,other vegetables,2015,3,31,1
3627,7/06/2014,whole milk,2014,6,7,5
3912,11/08/2014,soda,2014,8,11,0
4316,5/03/2014,soda,2014,3,5,2
1793,25/08/2014,beef,2014,8,25,0
4076,22/05/2015,roll products ,2015,5,22,4
4148,28/09/2014,UHT-milk,2014,9,28,6
4804,17/09/2014,abrasive cleaner,2014,9,17,2
2989,30/01/2015,whole milk,2015,1,30,4
2181,29/04/2014,frankfurter,2014,4,29,1
4474,18/07/2014,yogurt,2014,7,18,4
1197,5/03/2014,brown bread,2014,3,5,2
3369,23/03/2015,beef,2015,3,23,0
4934,13/10/2014,bottled beer,2014,10,13,0
3626,3/03/2014,soda,2014,3,3,0
1128,7/05/2015,meat,2015,5,7,3
3600,6/03/2014,shopping bags,2014,3,6,3
2589,10/04/2014,artif. sweetener,2014,4,10,3
2138,11/03/2014,soda,2014,3,11,1
1884,12/11/2015,frankfurter,2015,11,12,3
4453,12/01/2014,oil,2014,1,12,6
2227,6/07/2015,herbs,2015,7,6,0
2803,7/03/2014,canned beer,2014,3,7,4
4257,2/03/2014,yogurt,2014,3,2,6
2443,2/04/2014,seasonal products,2014,4,2,2
1297,31/01/2014,red/blush wine,2014,1,31,4
1742,7/05/2015,napkins,2015,5,7,3
2112,6/06/2014,whole milk,2014,6,6,4
3442,11/11/2014,root vegetables,2014,11,11,1
3048,12/10/2015,chicken,2015,10,12,0
3948,4/08/2014,whipped/sour cream,2014,8,4,0
1711,21/03/2015,citrus fruit,2015,3,21,5
2565,29/04/2015,pip fruit,2015,4,29,2
2152,23/07/2015,fruit/vegetable juice,2015,7,23,3
2234,23/12/2015,whole milk,2015,12,23,2
4097,14/11/2015,bottled water,2015,11,14,5
2267,7/03/2015,oil,2015,3,7,5
1938,25/09/2014,bottled water,2014,9,25,3
4290,26/03/2014,instant coffee,2014,3,26,2
3213,5/07/2014,whipped/sour cream,2014,7,5,5
1329,29/01/2014,misc. beverages,2014,1,29,2
1165,29/12/2015,curd,2015,12,29,1
2413,26/06/2015,bottled water,2015,6,26,4
4214,6/09/2015,tropical fruit,2015,9,6,6
4269,29/06/2014,whipped/sour cream,2014,6,29,6
2294,5/10/2015,rolls/buns,2015,10,5,0
3556,17/12/2014,whipped/sour cream,2014,12,17,2
4223,15/06/2014,whole milk,2014,6,15,6
2577,26/01/2015,ice cream,2015,1,26,0
1613,8/08/2015,soda,2015,8,8,5
2716,6/09/2014,curd,2014,9,6,5
3122,13/10/2015,dessert,2015,10,13,1
3248,13/08/2014,flour,2014,8,13,2
2512,19/01/2015,specialty chocolate,2015,1,19,0
2729,22/05/2014,soft cheese,2014,5,22,3
1134,5/11/2014,yogurt,2014,11,5,2
3792,30/07/2014,whole milk,2014,7,30,2
1547,18/04/2015,soda,2015,4,18,5
4699,8/01/2015,frankfurter,2015,1,8,3
2051,9/11/2015,hygiene articles,2015,11,9,0
4933,1/02/2015,sausage,2015,2,1,6
3799,11/10/2014,pip fruit,2014,10,11,5
3081,23/09/2014,white wine,2014,9,23,1
3635,13/12/2015,pastry,2015,12,13,6
2789,28/01/2015,whole milk,2015,1,28,2
4853,24/12/2014,frozen meals,2014,12,24,2
2500,1/05/2015,onions,2015,5,1,4
2804,19/09/2014,canned vegetables,2014,9,19,4
3348,18/01/2014,other vegetables,2014,1,18,5
2715,10/11/2014,canned beer,2014,11,10,0
2989,9/10/2014,flour,2014,10,9,3
2947,16/07/2015,sausage,2015,7,16,3
2916,13/06/2015,salty snack,2015,6,13,5
1959,5/02/2014,root vegetables,2014,2,5,2
2017,23/10/2015,UHT-milk,2015,10,23,4
3797,9/07/2014,fruit/vegetable juice,2014,7,9,2
1209,26/08/2014,brown bread,2014,8,26,1
3872,11/03/2015,beef,2015,3,11,2
3699,14/08/2014,root vegetables,2014,8,14,3
1124,3/05/2014,hygiene articles,2014,5,3,5
1190,27/10/2014,root vegetables,2014,10,27,0
2059,15/03/2014,yogurt,2014,3,15,5
4292,16/05/2014,domestic eggs,2014,5,16,4
4816,31/07/2015,other vegetables,2015,7,31,4
2128,2/11/2015,chocolate marshmallow,2015,11,2,0
3367,27/02/2014,sausage,2014,2,27,3
2260,30/10/2015,domestic eggs,2015,10,30,4
2238,20/03/2015,whole milk,2015,3,20,4
2151,16/07/2015,other vegetables,2015,7,16,3
1856,26/10/2015,tropical fruit,2015,10,26,0
2222,28/12/2015,sausage,2015,12,28,0
1324,26/03/2015,yogurt,2015,3,26,3
2585,13/02/2015,whole milk,2015,2,13,4
3773,9/11/2014,margarine,2014,11,9,6
1912,19/03/2014,liquor (appetizer),2014,3,19,2
4573,28/05/2015,packaged fruit/vegetables,2015,5,28,3
3804,27/12/2014,tropical fruit,2014,12,27,5
3266,25/10/2015,coffee,2015,10,25,6
3280,13/07/2015,whole milk,2015,7,13,0
4571,25/08/2014,dessert,2014,8,25,0
3009,19/04/2014,misc. beverages,2014,4,19,5
4473,26/06/2015,hamburger meat,2015,6,26,4
3690,24/04/2015,citrus fruit,2015,4,24,4
2589,23/10/2014,butter milk,2014,10,23,3
2463,12/06/2014,soda,2014,6,12,3
2602,12/11/2015,newspapers,2015,11,12,3
3920,5/10/2015,napkins,2015,10,5,0
4415,14/07/2014,whipped/sour cream,2014,7,14,0
2767,27/01/2015,root vegetables,2015,1,27,1
4538,28/11/2015,sausage,2015,11,28,5
3262,7/08/2015,soda,2015,8,7,4
1697,29/05/2015,kitchen towels,2015,5,29,4
3369,22/02/2015,frankfurter,2015,2,22,6
4305,24/07/2015,newspapers,2015,7,24,4
2277,24/07/2014,red/blush wine,2014,7,24,3
1693,27/12/2015,pastry,2015,12,27,6
4852,2/11/2014,citrus fruit,2014,11,2,6
2362,23/11/2015,specialty chocolate,2015,11,23,0
2507,1/05/2015,long life bakery product,2015,5,1,4
3957,15/05/2015,shopping bags,2015,5,15,4
3728,28/10/2014,whipped/sour cream,2014,10,28,1
1048,10/06/2015,soda,2015,6,10,2
4220,21/08/2015,yogurt,2015,8,21,4
4525,5/11/2015,whole milk,2015,11,5,3
1777,7/11/2015,brown bread,2015,11,7,5
1022,25/03/2014,whipped/sour cream,2014,3,25,1
1237,4/09/2015,ham,2015,9,4,4
4876,21/02/2015,soda,2015,2,21,5
3037,23/02/2015,cling film/bags,2015,2,23,0
4825,1/08/2015,beef,2015,8,1,5
1611,4/04/2015,bottled beer,2015,4,4,5
1011,12/09/2015,candles,2015,9,12,5
4275,30/10/2014,canned beer,2014,10,30,3
1614,2/03/2015,bottled beer,2015,3,2,0
2340,10/07/2015,beef,2015,7,10,4
2416,11/05/2015,long life bakery product,2015,5,11,0
3563,12/12/2014,ice cream,2014,12,12,4
4696,9/08/2014,whole milk,2014,8,9,5
4708,10/02/2015,brown bread,2015,2,10,1
3504,20/05/2015,processed cheese,2015,5,20,2
4427,12/08/2014,soda,2014,8,12,1
2514,11/02/2015,curd,2015,2,11,2
3804,21/09/2014,shopping bags,2014,9,21,6
1370,28/06/2015,whole milk,2015,6,28,6
2029,21/10/2014,dish cleaner,2014,10,21,1
3581,9/06/2015,UHT-milk,2015,6,9,1
4223,15/06/2015,white bread,2015,6,15,0
4252,28/04/2014,bottled water,2014,4,28,0
2015,5/12/2015,pork,2015,12,5,5
3232,11/12/2014,whipped/sour cream,2014,12,11,3
1588,19/07/2014,processed cheese,2014,7,19,5
1472,7/06/2015,whole milk,2015,6,7,6
1142,12/10/2014,rolls/buns,2014,10,12,6
3642,15/04/2014,tropical fruit,2014,4,15,1
2210,7/09/2015,whole milk,2015,9,7,0
1816,21/08/2014,canned beer,2014,8,21,3
4120,13/03/2015,rolls/buns,2015,3,13,4
2719,18/12/2014,grapes,2014,12,18,3
1248,5/08/2014,citrus fruit,2014,8,5,1
2873,28/01/2014,soda,2014,1,28,1
2478,9/02/2014,soda,2014,2,9,6
1136,5/02/2014,flower (seeds),2014,2,5,2
1336,4/04/2015,citrus fruit,2015,4,4,5
2690,11/04/2015,cream cheese ,2015,4,11,5
1800,30/08/2014,white wine,2014,8,30,5
1699,14/05/2015,pip fruit,2015,5,14,3
2676,4/07/2015,newspapers,2015,7,4,5
2338,3/11/2014,newspapers,2014,11,3,0
2411,21/04/2014,whole milk,2014,4,21,0
3302,22/06/2014,hygiene articles,2014,6,22,6
3384,3/08/2014,dessert,2014,8,3,6
1618,4/03/2014,whole milk,2014,3,4,1
4295,26/10/2015,chocolate,2015,10,26,0
2587,30/10/2014,pork,2014,10,30,3
1783,5/12/2014,specialty chocolate,2014,12,5,4
2516,4/03/2015,whole milk,2015,3,4,2
4511,29/06/2015,beef,2015,6,29,0
4165,16/09/2014,white wine,2014,9,16,1
2394,19/08/2015,condensed milk,2015,8,19,2
3657,7/10/2014,soft cheese,2014,10,7,1
4875,15/04/2014,misc. beverages,2014,4,15,1
4833,3/10/2015,onions,2015,10,3,5
4700,6/06/2015,whole milk,2015,6,6,5
4219,14/05/2014,long life bakery product,2014,5,14,2
2424,28/09/2014,butter milk,2014,9,28,6
1934,2/03/2015,beverages,2015,3,2,0
3026,29/10/2014,butter milk,2014,10,29,2
2682,12/01/2015,cream cheese ,2015,1,12,0
4129,28/02/2014,yogurt,2014,2,28,4
2514,1/03/2014,soda,2014,3,1,5
2691,10/09/2015,beef,2015,9,10,3
3762,1/04/2015,canned beer,2015,4,1,2
2695,1/07/2015,bottled beer,2015,7,1,2
2788,9/03/2015,butter,2015,3,9,0
2676,4/07/2015,white wine,2015,7,4,5
3353,24/01/2014,root vegetables,2014,1,24,4
3508,2/07/2015,seasonal products,2015,7,2,3
4077,31/01/2014,coffee,2014,1,31,4
3611,13/02/2015,domestic eggs,2015,2,13,4
2846,26/10/2014,shopping bags,2014,10,26,6
4676,13/11/2014,domestic eggs,2014,11,13,3
4927,19/10/2015,whole milk,2015,10,19,0
2254,21/01/2015,house keeping products,2015,1,21,2
2833,14/08/2015,beef,2015,8,14,4
3970,11/02/2014,processed cheese,2014,2,11,1
2138,18/02/2014,pip fruit,2014,2,18,1
2879,18/04/2015,chocolate,2015,4,18,5
4410,10/05/2015,hygiene articles,2015,5,10,6
2310,21/03/2014,shopping bags,2014,3,21,4
1680,9/09/2014,beverages,2014,9,9,1
3119,20/02/2015,specialty bar,2015,2,20,4
2909,5/08/2015,coffee,2015,8,5,2
4269,4/01/2015,frankfurter,2015,1,4,6
2573,1/07/2014,brown bread,2014,7,1,1
3526,6/02/2015,coffee,2015,2,6,4
2917,22/04/2014,waffles,2014,4,22,1
2771,5/08/2014,napkins,2014,8,5,1
3920,17/02/2014,soda,2014,2,17,0
1649,30/06/2015,bottled water,2015,6,30,1
4284,14/10/2015,pastry,2015,10,14,2
1175,30/06/2015,yogurt,2015,6,30,1
4268,25/04/2015,semi-finished bread,2015,4,25,5
4226,27/11/2014,chocolate,2014,11,27,3
3649,23/09/2014,pip fruit,2014,9,23,1
3963,21/02/2015,candles,2015,2,21,5
4204,5/06/2015,shopping bags,2015,6,5,4
4731,4/04/2015,napkins,2015,4,4,5
3754,1/02/2015,pip fruit,2015,2,1,6
1746,14/10/2015,whole milk,2015,10,14,2
2918,11/04/2015,bottled water,2015,4,11,5
3635,9/04/2015,chocolate marshmallow,2015,4,9,3
3023,28/07/2015,bottled beer,2015,7,28,1
4728,25/04/2015,margarine,2015,4,25,5
1923,6/02/2014,domestic eggs,2014,2,6,3
4932,20/11/2015,tropical fruit,2015,11,20,4
1170,11/12/2015,bottled water,2015,12,11,4
2996,17/09/2014,bottled beer,2014,9,17,2
1402,14/10/2014,rolls/buns,2014,10,14,1
4933,21/04/2014,butter,2014,4,21,0
2051,5/01/2014,cream cheese ,2014,1,5,6
1693,2/09/2014,other vegetables,2014,9,2,1
2115,18/11/2015,soda,2015,11,18,2
2923,11/02/2014,yogurt,2014,2,11,1
2005,22/09/2015,jam,2015,9,22,1
3044,29/09/2015,frozen meals,2015,9,29,1
4788,9/09/2014,shopping bags,2014,9,9,1
1313,25/12/2015,other vegetables,2015,12,25,4
4877,11/06/2015,ham,2015,6,11,3
2235,19/01/2015,citrus fruit,2015,1,19,0
4823,22/02/2014,candy,2014,2,22,5
4834,27/04/2015,dessert,2015,4,27,0
2453,28/08/2015,domestic eggs,2015,8,28,4
3537,24/09/2015,brown bread,2015,9,24,3
3035,16/04/2014,baking powder,2014,4,16,2
4518,20/07/2015,butter,2015,7,20,0
4047,4/04/2014,shopping bags,2014,4,4,4
1148,15/04/2015,sliced cheese,2015,4,15,2
2989,1/06/2015,pip fruit,2015,6,1,0
4683,11/11/2014,red/blush wine,2014,11,11,1
3546,9/09/2014,bottled beer,2014,9,9,1
3402,4/11/2015,whipped/sour cream,2015,11,4,2
3054,4/09/2015,whole milk,2015,9,4,4
3948,20/02/2014,sparkling wine,2014,2,20,3
1235,11/05/2014,processed cheese,2014,5,11,6
2939,8/03/2015,bottled water,2015,3,8,6
3048,20/08/2015,sausage,2015,8,20,3
3005,7/12/2015,citrus fruit,2015,12,7,0
3967,21/01/2015,butter,2015,1,21,2
3478,4/02/2015,rolls/buns,2015,2,4,2
3998,1/08/2014,ice cream,2014,8,1,4
2644,29/03/2014,chocolate,2014,3,29,5
3904,5/11/2015,grapes,2015,11,5,3
1918,29/09/2015,tropical fruit,2015,9,29,1
1350,9/03/2014,whole milk,2014,3,9,6
4297,8/04/2014,cat food,2014,4,8,1
1708,18/09/2015,turkey,2015,9,18,4
1734,17/08/2014,other vegetables,2014,8,17,6
1591,29/12/2014,oil,2014,12,29,0
4522,27/05/2014,soda,2014,5,27,1
1006,14/06/2015,chocolate,2015,6,14,6
3701,22/01/2015,pot plants,2015,1,22,3
1578,26/03/2014,beverages,2014,3,26,2
2977,16/11/2015,pastry,2015,11,16,0
3263,30/06/2014,sugar,2014,6,30,0
3409,20/05/2015,citrus fruit,2015,5,20,2
4106,25/08/2015,other vegetables,2015,8,25,1
3586,5/02/2015,beverages,2015,2,5,3
2408,25/03/2015,curd,2015,3,25,2
2386,30/01/2015,chicken,2015,1,30,4
1945,11/05/2014,yogurt,2014,5,11,6
2810,11/05/2014,sausage,2014,5,11,6
2404,15/10/2015,pip fruit,2015,10,15,3
1283,13/11/2015,frozen vegetables,2015,11,13,4
4548,28/07/2015,root vegetables,2015,7,28,1
3797,20/01/2015,sausage,2015,1,20,1
3245,5/11/2015,soda,2015,11,5,3
3713,31/01/2014,finished products,2014,1,31,4
1133,8/03/2014,pastry,2014,3,8,5
3956,20/05/2014,chocolate,2014,5,20,1
1943,30/09/2015,tropical fruit,2015,9,30,2
1813,12/01/2014,chocolate,2014,1,12,6
1075,20/07/2015,frozen meals,2015,7,20,0
4685,16/07/2014,hamburger meat,2014,7,16,2
4602,26/08/2015,coffee,2015,8,26,2
2581,22/08/2015,canned beer,2015,8,22,5
1921,23/02/2015,chocolate,2015,2,23,0
1973,24/10/2015,beef,2015,10,24,5
4006,18/12/2015,coffee,2015,12,18,4
4951,13/03/2015,tropical fruit,2015,3,13,4
3682,24/12/2014,margarine,2014,12,24,2
1723,9/02/2014,sweet spreads,2014,2,9,6
3822,23/12/2014,fruit/vegetable juice,2014,12,23,1
4296,26/08/2015,whole milk,2015,8,26,2
2867,23/12/2015,chicken,2015,12,23,2
3517,21/09/2014,hard cheese,2014,9,21,6
1679,12/08/2015,rolls/buns,2015,8,12,2
4865,17/11/2014,grapes,2014,11,17,0
2890,13/02/2014,bottled water,2014,2,13,3
4165,4/03/2014,newspapers,2014,3,4,1
2602,2/08/2015,tropical fruit,2015,8,2,6
1700,30/10/2015,other vegetables,2015,10,30,4
1073,6/05/2014,domestic eggs,2014,5,6,1
2332,18/07/2014,flower (seeds),2014,7,18,4
2876,19/09/2015,tropical fruit,2015,9,19,5
4909,26/10/2015,spread cheese,2015,10,26,0
3266,25/10/2015,chewing gum,2015,10,25,6
3472,2/06/2015,chocolate,2015,6,2,1
4280,5/02/2015,bottled water,2015,2,5,3
1328,24/03/2015,shopping bags,2015,3,24,1
4362,3/02/2015,chicken,2015,2,3,1
3247,13/01/2015,UHT-milk,2015,1,13,1
3048,6/06/2015,butter,2015,6,6,5
3998,28/03/2015,hard cheese,2015,3,28,5
1969,1/05/2014,jam,2014,5,1,3
1422,10/04/2015,pip fruit,2015,4,10,4
1980,9/12/2014,domestic eggs,2014,12,9,1
1169,29/05/2014,finished products,2014,5,29,3
4937,28/06/2015,coffee,2015,6,28,6
4569,27/07/2015,root vegetables,2015,7,27,0
3484,21/11/2015,semi-finished bread,2015,11,21,5
1087,13/10/2014,white bread,2014,10,13,0
3810,21/07/2014,yogurt,2014,7,21,0
3802,15/10/2015,citrus fruit,2015,10,15,3
4114,8/07/2014,chicken,2014,7,8,1
1527,30/12/2015,bottled water,2015,12,30,2
3682,3/05/2015,ready soups,2015,5,3,6
1299,6/03/2015,bottled beer,2015,3,6,4
1466,12/01/2015,seasonal products,2015,1,12,0
3137,26/08/2014,beef,2014,8,26,1
1460,5/07/2014,waffles,2014,7,5,5
1787,31/10/2015,frozen meals,2015,10,31,5
2184,23/01/2015,rolls/buns,2015,1,23,4
4207,28/08/2015,citrus fruit,2015,8,28,4
1641,2/09/2014,pastry,2014,9,2,1
4634,26/02/2015,hard cheese,2015,2,26,3
3934,24/09/2014,specialty bar,2014,9,24,2
2011,22/03/2015,rolls/buns,2015,3,22,6
4576,8/05/2015,cream cheese ,2015,5,8,4
2183,13/07/2014,frozen dessert,2014,7,13,6
4029,27/10/2014,soda,2014,10,27,0
3849,15/12/2014,beverages,2014,12,15,0
4129,23/10/2014,soda,2014,10,23,3
3424,5/08/2014,frozen meals,2014,8,5,1
3692,18/10/2015,processed cheese,2015,10,18,6
3966,6/01/2015,root vegetables,2015,1,6,1
1154,4/06/2015,other vegetables,2015,6,4,3
4770,17/02/2014,chicken,2014,2,17,0
2023,31/08/2015,citrus fruit,2015,8,31,0
2680,1/03/2015,sausage,2015,3,1,6
3185,3/04/2014,pork,2014,4,3,3
3004,9/04/2014,domestic eggs,2014,4,9,2
4456,21/03/2015,dessert,2015,3,21,5
1190,27/10/2015,sparkling wine,2015,10,27,1
3569,11/06/2014,yogurt,2014,6,11,2
3373,24/12/2015,pip fruit,2015,12,24,3
1473,10/10/2014,whipped/sour cream,2014,10,10,4
1245,24/09/2015,other vegetables,2015,9,24,3
3744,11/03/2014,processed cheese,2014,3,11,1
1185,14/08/2014,beef,2014,8,14,3
1837,7/09/2015,fruit/vegetable juice,2015,9,7,0
3450,3/08/2015,pork,2015,8,3,0
3206,24/08/2014,long life bakery product,2014,8,24,6
1875,22/05/2015,berries,2015,5,22,4
4858,17/08/2014,other vegetables,2014,8,17,6
3144,19/06/2015,pet care,2015,6,19,4
1872,4/05/2015,fruit/vegetable juice,2015,5,4,0
1228,23/02/2015,beverages,2015,2,23,0
2340,7/12/2015,sausage,2015,12,7,0
4473,26/06/2015,artif. sweetener,2015,6,26,4
1425,24/06/2014,shopping bags,2014,6,24,1
2816,18/01/2014,citrus fruit,2014,1,18,5
2830,22/06/2015,citrus fruit,2015,6,22,0
4092,14/06/2015,candy,2015,6,14,6
3167,20/08/2015,soda,2015,8,20,3
1241,14/08/2014,long life bakery product,2014,8,14,3
4656,14/10/2015,grapes,2015,10,14,2
1491,17/10/2015,root vegetables,2015,10,17,5
3036,7/12/2015,other vegetables,2015,12,7,0
3481,8/03/2015,curd,2015,3,8,6
3282,22/06/2015,soda,2015,6,22,0
2261,25/07/2014,citrus fruit,2014,7,25,4
1190,27/10/2014,canned beer,2014,10,27,0
1841,5/10/2015,margarine,2015,10,5,0
4512,21/12/2015,beef,2015,12,21,0
4601,1/04/2015,salty snack,2015,4,1,2
4779,24/02/2014,root vegetables,2014,2,24,0
3619,21/12/2014,newspapers,2014,12,21,6
4688,8/01/2015,white bread,2015,1,8,3
1216,25/08/2015,napkins,2015,8,25,1
1641,27/05/2015,white bread,2015,5,27,2
